TEFF   4250.  GRAVITY 4.50000 LTE 
TITLE TEST RUN WITH SDSC OPACITY  VTURB 2 KM/S    L/H 1.25                      
 OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
 CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   1.00000 ABUNDANCE CHANGE 1 0.91100 2 0.08900
 ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
 ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
 ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
 ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
 ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
 ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
 ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
 ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
 ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
 ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
 ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
 ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
 ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
 ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
 ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
 ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
 ABUNDANCE CHANGE 99 -20.00
READ DECK6 64 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
 8.72261892E-03   2425.4 2.758E+02 2.023E+09 2.114E-04 1.951E-02 2.000E+05
 9.20122148E-03   2908.9 2.910E+02 4.664E+09 2.114E-04 1.470E-02 2.000E+05
 1.07292867E-02   2925.6 3.393E+02 5.431E+09 2.422E-04 1.423E-02 2.000E+05
 1.36782905E-02   2957.6 4.325E+02 6.976E+09 3.048E-04 1.348E-02 2.000E+05
 1.68078670E-02   2985.4 5.315E+02 8.633E+09 3.713E-04 1.299E-02 2.000E+05
 2.02542635E-02   3011.0 6.405E+02 1.048E+10 4.448E-04 1.266E-02 2.000E+05
 2.41177062E-02   3035.0 7.627E+02 1.256E+10 5.276E-04 1.239E-02 2.000E+05
 2.84717176E-02   3057.8 9.004E+02 1.491E+10 6.209E-04 1.216E-02 2.000E+05
 3.34243033E-02   3079.5 1.057E+03 1.758E+10 7.260E-04 1.198E-02 2.000E+05
 3.90853359E-02   3100.1 1.236E+03 2.062E+10 8.449E-04 1.183E-02 2.000E+05
 4.55831413E-02   3120.5 1.441E+03 2.412E+10 9.808E-04 1.177E-02 2.000E+05
 5.30576049E-02   3140.7 1.678E+03 2.815E+10 1.136E-03 1.178E-02 2.000E+05
 6.16641885E-02   3160.8 1.950E+03 3.280E+10 1.314E-03 1.186E-02 2.000E+05
 7.15871886E-02   3180.9 2.264E+03 3.818E+10 1.520E-03 1.196E-02 2.000E+05
 8.30400595E-02   3200.9 2.626E+03 4.439E+10 1.755E-03 1.209E-02 2.000E+05
 9.62732779E-02   3220.6 3.044E+03 5.155E+10 2.024E-03 1.227E-02 2.000E+05
 1.11585475E-01   3240.1 3.529E+03 5.979E+10 2.331E-03 1.247E-02 2.000E+05
 1.29322042E-01   3259.5 4.090E+03 6.932E+10 2.683E-03 1.273E-02 2.000E+05
 1.49873998E-01   3278.9 4.739E+03 8.034E+10 3.087E-03 1.308E-02 2.000E+05
 1.73699056E-01   3298.4 5.493E+03 9.309E+10 3.551E-03 1.350E-02 2.000E+05
 2.01318981E-01   3318.0 6.366E+03 1.079E+11 4.084E-03 1.401E-02 2.000E+05
 2.33360836E-01   3337.5 7.379E+03 1.249E+11 4.696E-03 1.459E-02 2.000E+05
 2.70532094E-01   3356.7 8.555E+03 1.446E+11 5.392E-03 1.526E-02 2.000E+05
 3.13724181E-01   3375.7 9.921E+03 1.672E+11 6.185E-03 1.604E-02 2.000E+05
 3.63964340E-01   3394.9 1.151E+04 1.934E+11 7.088E-03 1.687E-02 2.000E+05
 4.22455425E-01   3413.9 1.336E+04 2.238E+11 8.118E-03 1.784E-02 2.000E+05
 4.90557055E-01   3433.0 1.551E+04 2.588E+11 9.296E-03 1.898E-02 2.000E+05
 5.69845730E-01   3452.2 1.802E+04 2.995E+11 1.065E-02 2.030E-02 2.000E+05
 6.62140524E-01   3471.9 2.094E+04 3.467E+11 1.220E-02 2.183E-02 2.000E+05
 7.69522562E-01   3492.2 2.433E+04 4.019E+11 1.400E-02 2.360E-02 2.000E+05
 8.94195067E-01   3513.5 2.828E+04 4.663E+11 1.609E-02 2.560E-02 2.000E+05
